checking,duration,credit_history,purpose,credit_amount,savings,employment,installment_rate,personal_status,other_debtors,residence,property,age,other_installments,housing,existing_credits,job,dependents,telephone,foreign,target
< 0 DM,14,Existing paid duly,New car,3973,<100 DM,Unemployed,1,Male: single,None,4,Unknown/no property,22,None,For free,1,Skilled employee/official,1,None,Yes,Good
0–200 DM,12,Existing paid duly,New car,888,<100 DM,>=7 years,4,Male: single,None,4,Car/other,41,Bank,Own,1,Unskilled resident,2,None,Yes,Bad
No checking account,48,Existing paid duly,Radio/TV,10222,Unknown/no savings,4–7 years,4,Male: single,None,3,Car/other,37,Stores,Own,1,Skilled employee/official,1,Yes,Yes,Good
0–200 DM,30,No credits/all paid,Business,4221,<100 DM,1–4 years,2,Female: divorced/separated/married,None,1,Car/other,28,None,Own,2,Skilled employee/official,1,None,Yes,Good
0–200 DM,18,Critical/other existing credits,Furniture/equipment,6361,<100 DM,>=7 years,2,Male: single,None,1,Unknown/no property,41,None,Own,1,Skilled employee/official,1,Yes,Yes,Good
>= 200 DM,12,Existing paid duly,Radio/TV,1297,<100 DM,1–4 years,3,Male: married/widowed,None,4,Real estate,23,None,Rent,1,Skilled employee/official,1,None,Yes,Good
< 0 DM,12,Existing paid duly,New car,900,Unknown/no savings,1–4 years,4,Male: married/widowed,None,2,Car/other,23,None,Own,1,Skilled employee/official,1,None,Yes,Bad
No checking account,21,Existing paid duly,Furniture/equipment,2241,<100 DM,>=7 years,4,Male: single,None,2,Real estate,50,None,Own,2,Skilled employee/official,1,None,Yes,Good
0–200 DM,6,Delay in past,Furniture/equipment,1050,<100 DM,Unemployed,4,Male: single,None,1,Building society/life insurance,35,Stores,Own,2,Management/self-employed/highly qualified,1,Yes,Yes,Good
>= 200 DM,6,Critical/other existing credits,Education,1047,<100 DM,1–4 years,2,Female: divorced/separated/married,None,4,Building society/life insurance,50,None,Own,1,Unskilled resident,1,None,Yes,Good
No checking account,24,Critical/other existing credits,Other,6314,<100 DM,Unemployed,4,Male: single,Co-applicant,2,Unknown/no property,27,Bank,Own,2,Management/self-employed/highly qualified,1,Yes,Yes,Good
0–200 DM,30,All paid,Furniture/equipment,3496,>=1000 DM,1–4 years,4,Male: single,None,2,Car/other,34,Stores,Own,1,Skilled employee/official,2,Yes,Yes,Good
No checking account,48,All paid,Business,3609,<100 DM,1–4 years,1,Female: divorced/separated/married,None,1,Real estate,27,Stores,Own,1,Skilled employee/official,1,None,Yes,Good
< 0 DM,12,Critical/other existing credits,New car,4843,<100 DM,>=7 years,3,Male: single,Co-applicant,4,Building society/life insurance,43,None,Rent,2,Skilled employee/official,1,Yes,Yes,Bad
>= 200 DM,30,Critical/other existing credits,Radio/TV,3017,<100 DM,>=7 years,4,Male: single,None,4,Building society/life insurance,47,None,Own,1,Skilled employee/official,1,None,Yes,Good
No checking account,24,Critical/other existing credits,Business,4139,100–500 DM,1–4 years,3,Male: single,None,3,Building society/life insurance,27,None,Own,2,Unskilled resident,1,Yes,Yes,Good
No checking account,36,Existing paid duly,Business,5742,100–500 DM,4–7 years,2,Male: single,None,2,Car/other,31,None,Own,2,Skilled employee/official,1,Yes,Yes,Good
No checking account,60,Existing paid duly,New car,10366,<100 DM,>=7 years,2,Male: single,None,4,Building society/life insurance,42,None,Own,1,Management/self-employed/highly qualified,1,Yes,Yes,Good
No checking account,6,Critical/other existing credits,New car,2080,500–1000 DM,1–4 years,1,Male: married/widowed,None,2,Car/other,24,None,Own,1,Skilled employee/official,1,None,Yes,Good
No checking account,21,Delay in past,Business,2580,500–1000 DM,<1 year,4,Male: single,None,2,Real estate,41,Bank,Own,1,Unskilled resident,2,None,Yes,Bad
No checking account,30,Critical/other existing credits,Radio/TV,4530,<100 DM,4–7 years,4,Female: divorced/separated/married,None,4,Car/other,26,None,Rent,1,Management/self-employed/highly qualified,1,Yes,Yes,Good
No checking account,24,Critical/other existing credits,Furniture/equipment,5150,<100 DM,>=7 years,4,Male: single,None,4,Car/other,33,None,Own,1,Skilled employee/official,1,Yes,Yes,Good
0–200 DM,72,Existing paid duly,Radio/TV,5595,100–500 DM,1–4 years,2,Male: married/widowed,None,2,Car/other,24,None,Own,1,Skilled employee/official,1,None,Yes,Bad
< 0 DM,24,Existing paid duly,Radio/TV,2384,<100 DM,>=7 years,4,Male: single,None,4,Real estate,64,Bank,Rent,1,Unskilled resident,1,None,Yes,Good
No checking account,18,Existing paid duly,Radio/TV,1453,<100 DM,<1 year,3,Female: divorced/separated/married,None,1,Real estate,26,None,Own,1,Skilled employee/official,1,None,Yes,Good
No checking account,6,Existing paid duly,Education,1538,<100 DM,<1 year,1,Female: divorced/separated/married,None,2,Unknown/no property,56,None,Own,1,Skilled employee/official,1,None,Yes,Good
No checking account,12,Existing paid duly,Radio/TV,2279,Unknown/no savings,1–4 years,4,Male: single,None,4,Unknown/no property,37,None,For free,1,Skilled employee/official,1,Yes,Yes,Good
No checking account,15,Delay in past,Radio/TV,1478,<100 DM,1–4 years,4,Male: married/widowed,None,3,Real estate,33,Bank,Own,2,Skilled employee/official,1,None,Yes,Good
No checking account,24,Critical/other existing credits,Radio/TV,5103,<100 DM,<1 year,3,Male: married/widowed,None,3,Unknown/no property,47,None,For free,3,Skilled employee/official,1,Yes,Yes,Good
0–200 DM,36,Delay in past,Business,9857,100–500 DM,4–7 years,1,Male: single,None,3,Building society/life insurance,31,None,Own,2,Unskilled resident,2,Yes,Yes,Good
No checking account,60,Existing paid duly,New car,6527,Unknown/no savings,1–4 years,4,Male: single,None,4,Unknown/no property,34,None,For free,1,Skilled employee/official,2,Yes,Yes,Good
>= 200 DM,10,Critical/other existing credits,Radio/TV,1347,Unknown/no savings,4–7 years,4,Male: single,None,2,Building society/life insurance,27,None,Own,2,Skilled employee/official,1,Yes,Yes,Good
0–200 DM,36,Delay in past,New car,2862,100–500 DM,>=7 years,4,Male: single,None,3,Unknown/no property,30,None,For free,1,Skilled employee/official,1,None,Yes,Good
No checking account,9,Existing paid duly,Radio/TV,2753,100–500 DM,>=7 years,3,Male: single,Co-applicant,4,Car/other,35,None,Own,1,Skilled employee/official,1,Yes,Yes,Good
< 0 DM,12,Existing paid duly,New car,3651,>=1000 DM,1–4 years,1,Male: single,None,3,Building society/life insurance,31,None,Own,1,Skilled employee/official,2,None,Yes,Good
< 0 DM,15,Critical/other existing credits,Furniture/equipment,975,<100 DM,1–4 years,2,Male: divorced/separated,None,3,Building society/life insurance,25,None,Own,2,Skilled employee/official,1,None,Yes,Good
0–200 DM,15,Existing paid duly,Repairs,2631,100–500 DM,1–4 years,3,Female: divorced/separated/married,None,2,Real estate,25,None,Own,1,Unskilled resident,1,None,Yes,Good
0–200 DM,24,Existing paid duly,Radio/TV,2896,100–500 DM,<1 year,2,Male: single,None,1,Car/other,29,None,Own,1,Skilled employee/official,1,None,Yes,Good
< 0 DM,6,Critical/other existing credits,New car,4716,Unknown/no savings,<1 year,1,Male: single,None,3,Real estate,44,None,Own,2,Unskilled resident,2,None,Yes,Good
No checking account,24,Existing paid duly,Radio/TV,2284,<100 DM,4–7 years,4,Male: single,None,2,Car/other,28,None,Own,1,Skilled employee/official,1,Yes,Yes,Good
No checking account,6,Existing paid duly,Used car,1236,500–1000 DM,1–4 years,2,Male: single,None,4,Building society/life insurance,50,None,Rent,1,Skilled employee/official,1,None,Yes,Good
0–200 DM,12,Existing paid duly,Radio/TV,1103,<100 DM,4–7 years,4,Male: single,Guarantor,3,Real estate,29,None,Own,2,Skilled employee/official,1,None,No,Good
No checking account,12,Critical/other existing credits,New car,926,<100 DM,Unemployed,1,Female: divorced/separated/married,None,2,Building society/life insurance,38,None,Own,1,Unemployed/unskilled non-resident,1,None,Yes,Good
No checking account,18,Critical/other existing credits,Radio/TV,1800,<100 DM,1–4 years,4,Male: single,None,2,Car/other,24,None,Own,2,Skilled employee/official,1,None,Yes,Good
>= 200 DM,15,Existing paid duly,Education,1905,<100 DM,>=7 years,4,Male: single,None,4,Car/other,40,None,Rent,1,Management/self-employed/highly qualified,1,Yes,Yes,Good
No checking account,12,Existing paid duly,Furniture/equipment,1123,500–1000 DM,1–4 years,4,Female: divorced/separated/married,None,4,Car/other,29,None,Rent,1,Unskilled resident,1,None,Yes,Bad
< 0 DM,48,Critical/other existing credits,Used car,6331,<100 DM,>=7 years,4,Male: single,None,4,Unknown/no property,46,None,For free,2,Skilled employee/official,1,Yes,Yes,Bad
>= 200 DM,24,Existing paid duly,Radio/TV,1377,100–500 DM,>=7 years,4,Female: divorced/separated/married,None,2,Unknown/no property,47,None,For free,1,Skilled employee/official,1,Yes,Yes,Good
0–200 DM,30,Delay in past,Business,2503,100–500 DM,>=7 years,4,Male: single,None,2,Building society/life insurance,41,Stores,Own,2,Skilled employee/official,1,None,Yes,Good
0–200 DM,27,Existing paid duly,Business,2528,<100 DM,<1 year,4,Female: divorced/separated/married,None,1,Building society/life insurance,32,None,Own,1,Skilled employee/official,2,Yes,Yes,Good
No checking account,15,Existing paid duly,New car,5324,500–1000 DM,>=7 years,1,Female: divorced/separated/married,None,4,Unknown/no property,35,None,For free,1,Skilled employee/official,1,None,Yes,Good
0–200 DM,48,Existing paid duly,New car,6560,100–500 DM,4–7 years,3,Male: single,None,2,Building society/life insurance,24,None,Own,1,Skilled employee/official,1,None,Yes,Bad
0–200 DM,12,No credits/all paid,Furniture/equipment,2969,<100 DM,<1 year,4,Female: divorced/separated/married,None,3,Building society/life insurance,25,None,Rent,2,Skilled employee/official,1,None,Yes,Bad
0–200 DM,9,Existing paid duly,Radio/TV,1206,<100 DM,>=7 years,4,Female: divorced/separated/married,None,4,Real estate,25,None,Own,1,Skilled employee/official,1,None,Yes,Good
0–200 DM,9,Existing paid duly,Radio/TV,2118,<100 DM,1–4 years,2,Male: single,None,2,Real estate,37,None,Own,1,Unskilled resident,2,None,Yes,Good
No checking account,18,Critical/other existing credits,Radio/TV,629,500–1000 DM,>=7 years,4,Male: single,None,3,Building society/life insurance,32,Bank,Own,2,Management/self-employed/highly qualified,1,Yes,Yes,Good
< 0 DM,6,All paid,Education,1198,<100 DM,>=7 years,4,Female: divorced/separated/married,None,4,Unknown/no property,35,None,For free,1,Skilled employee/official,1,None,Yes,Bad
No checking account,21,Existing paid duly,Used car,2476,Unknown/no savings,>=7 years,4,Male: single,None,4,Real estate,46,None,Own,1,Management/self-employed/highly qualified,1,Yes,Yes,Good
< 0 DM,9,Critical/other existing credits,Radio/TV,1138,<100 DM,1–4 years,4,Male: single,None,4,Real estate,25,None,Own,2,Unskilled resident,1,None,Yes,Good
0–200 DM,60,Existing paid duly,New car,14027,<100 DM,4–7 years,4,Male: single,None,2,Unknown/no property,27,None,Own,1,Management/self-employed/highly qualified,1,Yes,Yes,Bad
No checking account,30,Critical/other existing credits,Used car,7596,Unknown/no savings,>=7 years,1,Male: single,None,4,Car/other,63,None,Own,2,Skilled employee/official,1,None,Yes,Good
No checking account,30,Critical/other existing credits,Radio/TV,3077,Unknown/no savings,>=7 years,3,Male: single,None,2,Car/other,40,None,Own,2,Skilled employee/official,2,Yes,Yes,Good
No checking account,18,Existing paid duly,Radio/TV,1505,<100 DM,1–4 years,4,Male: single,None,2,Unknown/no property,32,None,For free,1,Management/self-employed/highly qualified,1,Yes,Yes,Good
>= 200 DM,24,Critical/other existing credits,Radio/TV,3148,Unknown/no savings,1–4 years,3,Male: single,None,2,Car/other,31,None,Own,2,Skilled employee/official,1,Yes,Yes,Good
0–200 DM,20,No credits/all paid,Used car,6148,100–500 DM,>=7 years,3,Male: married/widowed,None,4,Car/other,31,Bank,Own,2,Skilled employee/official,1,Yes,Yes,Good
>= 200 DM,9,No credits/all paid,Radio/TV,1337,<100 DM,<1 year,4,Male: single,None,2,Car/other,34,None,Own,2,Management/self-employed/highly qualified,1,Yes,Yes,Bad
0–200 DM,6,All paid,Education,433,>=1000 DM,<1 year,4,Female: divorced/separated/married,None,2,Building society/life insurance,24,Bank,Rent,1,Skilled employee/official,2,None,Yes,Bad
< 0 DM,12,Existing paid duly,New car,1228,<100 DM,1–4 years,4,Female: divorced/separated/married,None,2,Real estate,24,None,Own,1,Unskilled resident,1,None,Yes,Bad
0–200 DM,9,Existing paid duly,Radio/TV,790,500–1000 DM,1–4 years,4,Female: divorced/separated/married,None,3,Real estate,66,None,Own,1,Unskilled resident,1,None,Yes,Good
No checking account,27,Existing paid duly,New car,2570,<100 DM,1–4 years,3,Female: divorced/separated/married,None,3,Real estate,21,None,Rent,1,Skilled employee/official,1,None,Yes,Bad
No checking account,6,Critical/other existing credits,New car,250,>=1000 DM,1–4 years,2,Female: divorced/separated/married,None,2,Real estate,41,Bank,Own,2,Unskilled resident,1,None,Yes,Good
No checking account,15,Critical/other existing credits,Radio/TV,1316,500–1000 DM,1–4 years,2,Male: married/widowed,None,2,Building society/life insurance,47,None,Own,2,Unskilled resident,1,None,Yes,Good
< 0 DM,18,Existing paid duly,Radio/TV,1882,<100 DM,1–4 years,4,Female: divorced/separated/married,None,4,Car/other,25,Bank,Rent,2,Skilled employee/official,1,None,Yes,Bad
0–200 DM,48,All paid,Business,6416,<100 DM,>=7 years,4,Female: divorced/separated/married,None,3,Unknown/no property,59,None,Rent,1,Skilled employee/official,1,None,Yes,Bad
>= 200 DM,24,Critical/other existing credits,Business,1275,>=1000 DM,1–4 years,2,Male: divorced/separated,None,4,Real estate,36,None,Own,2,Skilled employee/official,1,Yes,Yes,Good
0–200 DM,24,Delay in past,Radio/TV,6403,<100 DM,<1 year,1,Male: single,None,2,Car/other,33,None,Own,1,Skilled employee/official,1,None,Yes,Good
< 0 DM,24,Existing paid duly,Radio/TV,1987,<100 DM,1–4 years,2,Male: single,None,4,Real estate,21,None,Rent,1,Unskilled resident,2,None,Yes,Bad
0–200 DM,8,Existing paid duly,Radio/TV,760,<100 DM,4–7 years,4,Female: divorced/separated/married,Guarantor,2,Real estate,44,None,Own,1,Unskilled resident,1,None,Yes,Good
No checking account,24,Existing paid duly,Used car,2603,>=1000 DM,1–4 years,2,Female: divorced/separated/married,None,4,Car/other,28,None,Rent,1,Skilled employee/official,1,Yes,Yes,Good
No checking account,4,Critical/other existing credits,New car,3380,<100 DM,4–7 years,1,Female: divorced/separated/married,None,1,Real estate,37,None,Own,1,Skilled employee/official,2,None,Yes,Good
0–200 DM,36,All paid,Domestic appliances,3990,Unknown/no savings,<1 year,3,Female: divorced/separated/married,None,2,Unknown/no property,29,Bank,Own,1,Unemployed/unskilled non-resident,1,None,Yes,Good
0–200 DM,24,Existing paid duly,Used car,11560,<100 DM,1–4 years,1,Female: divorced/separated/married,None,4,Car/other,23,None,Rent,2,Management/self-employed/highly qualified,1,None,Yes,Bad
< 0 DM,18,Existing paid duly,New car,4380,100–500 DM,1–4 years,3,Male: single,None,4,Car/other,35,None,Own,1,Unskilled resident,2,Yes,Yes,Good
No checking account,6,Critical/other existing credits,New car,6761,<100 DM,4–7 years,1,Male: single,None,3,Unknown/no property,45,None,Own,2,Management/self-employed/highly qualified,2,Yes,Yes,Good
0–200 DM,30,No credits/all paid,Business,4280,100–500 DM,1–4 years,4,Female: divorced/separated/married,None,4,Car/other,26,None,Rent,2,Unskilled resident,1,None,Yes,Bad
< 0 DM,24,All paid,New car,2325,100–500 DM,4–7 years,2,Male: single,None,3,Car/other,32,Bank,Own,1,Skilled employee/official,1,None,Yes,Good
0–200 DM,10,All paid,Radio/TV,1048,<100 DM,1–4 years,4,Male: single,None,4,Real estate,23,Stores,Own,1,Unskilled resident,1,None,Yes,Good
No checking account,21,Existing paid duly,Radio/TV,3160,Unknown/no savings,>=7 years,4,Male: single,None,3,Building society/life insurance,41,None,Own,1,Skilled employee/official,1,Yes,Yes,Good
< 0 DM,24,All paid,Furniture/equipment,2483,500–1000 DM,1–4 years,4,Male: single,None,4,Real estate,22,Stores,Own,1,Skilled employee/official,1,Yes,Yes,Good
< 0 DM,39,Critical/other existing credits,Furniture/equipment,14179,Unknown/no savings,4–7 years,4,Male: single,None,4,Building society/life insurance,30,None,Own,2,Management/self-employed/highly qualified,1,Yes,Yes,Good
< 0 DM,13,Critical/other existing credits,Business,1797,<100 DM,<1 year,3,Male: single,None,1,Building society/life insurance,28,Bank,Own,2,Unskilled resident,1,None,Yes,Good
< 0 DM,15,Existing paid duly,New car,2511,<100 DM,Unemployed,1,Female: divorced/separated/married,None,4,Car/other,23,None,Rent,1,Skilled employee/official,1,None,Yes,Good
< 0 DM,12,Existing paid duly,New car,1274,<100 DM,<1 year,3,Female: divorced/separated/married,None,1,Real estate,37,None,Own,1,Unskilled resident,1,None,Yes,Bad
No checking account,21,Existing paid duly,Used car,5248,Unknown/no savings,1–4 years,1,Male: single,None,3,Car/other,26,None,Own,1,Skilled employee/official,1,None,Yes,Good
No checking account,15,Existing paid duly,Used car,3029,<100 DM,4–7 years,2,Male: single,None,2,Car/other,33,None,Own,1,Skilled employee/official,1,None,Yes,Good
